                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.66027,                0.38183,                0.99402,                0.94922,                0.95504,                0.96169,                 0.8025,                0.76705,                0.35318,                 1.1392,              0.0068914,              0.0068914,              0.0068914
                    159,                0.64827,                0.38592,                0.99253,                0.94925,                0.94984,                0.96135,                 0.8024,                0.76942,                0.35311,                 1.1428,              0.0068716,              0.0068716,              0.0068716
                    160,                0.65343,                0.38786,                 0.9963,                0.94239,                0.95656,                0.96146,                0.80092,                0.77111,                0.35604,                 1.1456,              0.0068518,              0.0068518,              0.0068518
                    161,                0.66257,                0.38003,                0.99417,                0.94183,                0.95637,                0.96094,                0.79943,                0.77326,                0.35715,                 1.1455,               0.006832,               0.006832,               0.006832
                    162,                0.63403,                0.36841,                  0.981,                0.94426,                0.95574,                0.96102,                0.80017,                0.77296,                0.35981,                 1.1448,              0.0068122,              0.0068122,              0.0068122
                    163,                0.64998,                0.37662,                0.99223,                0.95629,                0.93897,                0.96036,                0.79972,                0.76981,                0.35811,                 1.1413,              0.0067924,              0.0067924,              0.0067924
                    164,                0.64041,                0.37842,                0.99099,                0.95571,                0.93904,                 0.9597,                0.80166,                0.76864,                0.35787,                  1.141,              0.0067726,              0.0067726,              0.0067726
                    165,                0.65514,                0.37704,                0.99711,                0.95496,                0.93792,                0.95861,                0.80367,                0.76648,                 0.3621,                 1.1386,              0.0067528,              0.0067528,              0.0067528
                    166,                0.64862,                0.37426,                0.99297,                0.95478,                 0.9382,                 0.9595,                0.80552,                0.76451,                0.36246,                 1.1368,               0.006733,               0.006733,               0.006733
                    167,                0.63948,                0.36832,                0.98693,                0.95655,                0.93806,                0.96047,                0.80592,                 0.7628,                0.36039,                 1.1349,              0.0067132,              0.0067132,              0.0067132
                    168,                0.65162,                 0.3772,                0.99047,                0.95567,                0.93592,                0.96071,                0.80707,                0.76106,                0.35923,                 1.1334,              0.0066934,              0.0066934,              0.0066934
                    169,                0.64003,                 0.3747,                0.99033,                0.96138,                0.93371,                0.96146,                0.80748,                0.75947,                0.35716,                 1.1329,              0.0066736,              0.0066736,              0.0066736
                    170,                0.63863,                0.36695,                 0.9894,                0.96084,                0.93375,                0.96135,                0.80775,                 0.7602,                0.35747,                 1.1358,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.6411,                0.37625,                0.98489,                0.96041,                0.93575,                 0.9631,                0.80845,                0.76055,                0.35284,                 1.1387,               0.006634,               0.006634,               0.006634
                    172,                 0.6436,                0.37658,                  0.994,                0.96146,                0.93709,                0.96608,                0.80639,                0.76069,                0.35369,                 1.1393,              0.0066142,              0.0066142,              0.0066142
                    173,                0.62995,                0.37111,                0.98167,                0.95998,                0.93724,                0.96453,                0.80548,                0.76139,                0.35132,                 1.1409,              0.0065944,              0.0065944,              0.0065944
                    174,                0.64413,                0.37878,                0.98802,                0.95965,                0.93714,                0.96448,                0.80653,                0.76272,                0.35465,                 1.1426,              0.0065746,              0.0065746,              0.0065746
                    175,                0.63525,                0.37068,                0.98944,                0.93503,                0.96127,                0.96438,                0.80585,                0.76248,                0.35513,                 1.1423,              0.0065548,              0.0065548,              0.0065548
                    176,                  0.634,                0.37202,                0.98058,                0.93515,                0.96128,                  0.964,                0.80476,                0.76145,                0.35397,                 1.1408,               0.006535,               0.006535,               0.006535
                    177,                0.64529,                0.37035,                0.98838,                0.95778,                0.93668,                0.96404,                0.80512,                0.76064,                0.35695,                 1.1409,              0.0065152,              0.0065152,              0.0065152
                    178,                0.63334,                0.37199,                0.98824,                0.93751,                0.96227,                0.96518,                0.80465,                0.76075,                 0.3567,                 1.1408,              0.0064954,              0.0064954,              0.0064954
                    179,                 0.6369,                0.36729,                 0.9899,                0.95857,                0.93947,                  0.965,                0.80486,                0.76051,                0.35463,                 1.1423,              0.0064756,              0.0064756,              0.0064756
                    180,                0.63164,                 0.3761,                0.98882,                0.95954,                0.94153,                0.96501,                0.80288,                0.76081,                0.35507,                 1.1428,              0.0064558,              0.0064558,              0.0064558
                    181,                0.64169,                0.37372,                0.98105,                0.95957,                0.94172,                0.96454,                0.80156,                 0.7636,                0.35633,                 1.1443,               0.006436,               0.006436,               0.006436
                    182,                0.62821,                0.36354,                0.98087,                0.95972,                0.94199,                 0.9641,                 0.8027,                0.76308,                0.35369,                 1.1426,              0.0064162,              0.0064162,              0.0064162
                    183,                0.63587,                0.36913,                0.98564,                0.95949,                0.94224,                0.96392,                0.80178,                0.76373,                0.35395,                  1.142,              0.0063964,              0.0063964,              0.0063964
                    184,                0.62839,                0.36303,                0.98379,                0.95953,                0.94227,                0.96385,                0.80165,                 0.7646,                0.35552,                  1.142,              0.0063766,              0.0063766,              0.0063766
                    185,                0.62991,                 0.3689,                0.98141,                0.95945,                0.94245,                0.96386,                0.80365,                0.76607,                0.35539,                 1.1428,              0.0063568,              0.0063568,              0.0063568
                    186,                0.62284,                0.36154,                 0.9814,                0.96067,                0.94452,                0.96461,                 0.8021,                0.76461,                0.35358,                 1.1407,               0.006337,               0.006337,               0.006337
                    187,                0.63444,                0.36578,                0.98566,                0.96028,                0.94456,                0.96464,                0.80209,                0.76485,                0.35691,                 1.1403,              0.0063172,              0.0063172,              0.0063172
                    188,                0.63496,                 0.3684,                0.98457,                0.96047,                0.94343,                0.96461,                0.80216,                0.76449,                0.35693,                 1.1404,              0.0062974,              0.0062974,              0.0062974
                    189,                0.63021,                0.36569,                0.98441,                0.95748,                0.94641,                0.96439,                0.80099,                0.76339,                0.35919,                  1.139,              0.0062776,              0.0062776,              0.0062776
                    190,                0.63249,                0.36613,                0.98323,                0.95979,                0.94413,                 0.9643,                0.80086,                0.76486,                0.36127,                 1.1397,              0.0062578,              0.0062578,              0.0062578
                    191,                0.63171,                0.36727,                0.98588,                0.96002,                0.94186,                0.96328,                0.80181,                0.76655,                0.36052,                  1.141,               0.006238,               0.006238,               0.006238
                    192,                0.62439,                0.38216,                0.97533,                0.95997,                 0.9418,                0.96278,                0.80157,                0.76732,                0.36191,                 1.1423,              0.0062182,              0.0062182,              0.0062182
                    193,                0.63825,                0.35686,                0.98559,                0.95997,                 0.9418,                0.96266,                 0.8022,                0.76806,                0.36364,                 1.1432,              0.0061984,              0.0061984,              0.0061984
                    194,                0.62239,                0.36114,                0.98361,                0.95988,                0.94192,                0.96274,                0.80123,                0.76693,                0.36151,                  1.143,              0.0061786,              0.0061786,              0.0061786
                    195,                0.62459,                0.36319,                0.98134,                0.95969,                0.94203,                0.96232,                0.79994,                 0.7667,                0.35855,                 1.1433,              0.0061588,              0.0061588,              0.0061588
                    196,                0.63697,                0.36818,                0.98606,                0.95971,                0.94224,                0.96219,                0.79996,                0.76624,                0.35914,                 1.1434,               0.006139,               0.006139,               0.006139
                    197,                0.62489,                 0.3621,                0.98166,                0.95966,                0.94221,                0.96228,                0.80085,                0.76653,                0.36111,                 1.1428,              0.0061192,              0.0061192,              0.0061192
                    198,                0.62177,                 0.3598,                0.97302,                0.96006,                0.94109,                0.96238,                0.80216,                0.76648,                0.36087,                 1.1434,              0.0060994,              0.0060994,              0.0060994
                    199,                0.62438,                0.36175,                 0.9835,                0.96014,                0.94092,                0.96223,                0.80287,                  0.766,                0.35892,                 1.1431,              0.0060796,              0.0060796,              0.0060796
                    200,                0.62524,                0.36295,                0.98206,                 0.9603,                0.94078,                0.96285,                0.80324,                0.76683,                0.35686,                  1.144,              0.0060598,              0.0060598,              0.0060598
                    201,                0.62603,                0.36164,                0.98189,                0.96074,                0.93943,                 0.9629,                0.80231,                0.76816,                0.35961,                 1.1452,                0.00604,                0.00604,                0.00604
                    202,                0.62158,                0.36121,                0.98537,                 0.9608,                0.94033,                0.96373,                0.80328,                0.76845,                0.35954,                 1.1458,              0.0060202,              0.0060202,              0.0060202
                    203,                0.62862,                 0.3618,                0.98209,                0.96095,                0.94035,                0.96361,                0.80282,                0.76897,                0.36145,                 1.1465,              0.0060004,              0.0060004,              0.0060004
                    204,                0.61546,                0.36017,                0.97492,                0.95893,                0.93777,                0.96343,                0.80254,                0.76884,                0.36331,                 1.1466,              0.0059806,              0.0059806,              0.0059806
                    205,                0.62667,                0.35945,                0.98093,                0.95916,                0.93761,                0.96265,                0.80151,                0.76853,                0.36621,                 1.1461,              0.0059608,              0.0059608,              0.0059608
                    206,                0.62488,                 0.3643,                0.98431,                0.95919,                0.93783,                0.96276,                0.80126,                0.76859,                0.36449,                 1.1461,               0.005941,               0.005941,               0.005941
                    207,                0.61989,                 0.3557,                0.98023,                0.95924,                0.93755,                 0.9629,                0.80176,                 0.7696,                0.36215,                 1.1469,              0.0059212,              0.0059212,              0.0059212
                    208,                 0.6249,                 0.3738,                0.98049,                0.96104,                0.93714,                0.96286,                0.80099,                0.76844,                0.36208,                 1.1464,              0.0059014,              0.0059014,              0.0059014
                    209,                0.62064,                0.36092,                0.97796,                0.95943,                0.93751,                0.96279,                0.80068,                0.76953,                 0.3609,                  1.147,              0.0058816,              0.0058816,              0.0058816
                    210,                0.62425,                0.35602,                0.98299,                 0.9357,                0.96004,                0.96297,                0.80135,                0.76855,                0.36223,                 1.1468,              0.0058618,              0.0058618,              0.0058618
                    211,                0.61567,                0.35051,                0.97542,                0.93575,                 0.9601,                 0.9631,                0.80154,                 0.7655,                0.36297,                 1.1421,               0.005842,               0.005842,               0.005842
                    212,                0.61771,                0.35763,                 0.9795,                0.95331,                0.94239,                0.96286,                0.80248,                0.76578,                0.36275,                  1.143,              0.0058222,              0.0058222,              0.0058222
                    213,                0.61446,                0.36011,                0.98097,                0.95464,                 0.9405,                0.96288,                0.80316,                0.76545,                0.36311,                 1.1429,              0.0058024,              0.0058024,              0.0058024
                    214,                0.61203,                0.34982,                0.97386,                0.95596,                0.94056,                 0.9629,                0.80248,                0.76723,                0.36335,                 1.1445,              0.0057826,              0.0057826,              0.0057826
                    215,                0.61709,                0.35621,                0.97814,                0.95444,                0.94292,                0.96297,                0.80236,                0.76658,                0.36394,                 1.1441,              0.0057628,              0.0057628,              0.0057628
                    216,                0.60679,                0.35097,                0.97033,                0.95681,                0.94005,                0.96297,                0.80287,                0.76696,                0.36435,                 1.1444,               0.005743,               0.005743,               0.005743
                    217,                0.62741,                0.36022,                0.98163,                0.95762,                0.93875,                0.96314,                0.80331,                0.76719,                0.36551,                 1.1445,              0.0057232,              0.0057232,              0.0057232
                    218,                0.60811,                0.35616,                0.97353,                0.95857,                0.93969,                0.96286,                 0.8027,                0.76689,                0.36511,                 1.1446,              0.0057034,              0.0057034,              0.0057034
                    219,                0.61411,                0.37833,                0.97724,                 0.9585,                 0.9399,                0.96289,                0.80249,                0.76693,                0.36353,                 1.1447,              0.0056836,              0.0056836,              0.0056836
                    220,                0.62108,                0.35835,                0.97734,                0.95846,                0.93992,                0.96283,                0.80353,                0.76646,                0.36262,                 1.1443,              0.0056638,              0.0056638,              0.0056638
                    221,                0.60459,                0.35047,                0.98021,                0.95856,                0.94002,                0.96303,                0.80271,                0.76567,                0.36287,                 1.1434,               0.005644,               0.005644,               0.005644
                    222,                0.61166,                0.35882,                0.97284,                 0.9587,                0.93997,                0.96296,                0.80206,                0.76608,                0.36328,                 1.1433,              0.0056242,              0.0056242,              0.0056242
                    223,                 0.6154,                0.34971,                0.98053,                0.95842,                0.94043,                0.96312,                0.80182,                0.76563,                0.36356,                 1.1427,              0.0056044,              0.0056044,              0.0056044
                    224,                0.60948,                0.34923,                0.97383,                0.95808,                0.94059,                0.96292,                0.80224,                 0.7658,                0.36399,                 1.1427,              0.0055846,              0.0055846,              0.0055846
                    225,                0.61131,                0.35417,                0.97558,                0.95827,                0.94071,                0.96305,                0.80224,                0.76592,                0.36415,                 1.1431,              0.0055648,              0.0055648,              0.0055648
